episode,campaign_id,epsilon,total_reward,n_steps,precision,recall,f1,avg_loss
26,cicids2017_wed_c0,0.98765,-94.0,55,0.6,0.42857142857142855,0.5,2.641811034352552
27,cicids2017_tue_c0,0.987175,-90.0,57,0.5714285714285714,0.45714285714285713,0.5079365079365079,2.641589474742278
28,cicids2017_wed_c1,0.9867,-10.100000000000005,41,0.45,0.8181818181818182,0.5806451612903226,2.693344549785285
29,cicids2017_wed_c0,0.986225,-105.80000000000001,57,0.5652173913043478,0.37142857142857144,0.4482758620689655,2.5762201265517852
30,cicids2017_tue_c0,0.98575,-69.9,56,0.6551724137931034,0.5428571428571428,0.5937499999999999,2.7824742223206513
31,cicids2017_tue_c0,0.985275,-93.00000000000001,54,0.625,0.42857142857142855,0.5084745762711864,2.6872561029957924
32,cicids2017_fri_c0,0.9848,-47.19999999999999,54,0.6764705882352942,0.6571428571428571,0.6666666666666666,2.7588952565645863
33,cicids2017_fri_c0,0.984325,-44.89999999999999,55,0.71875,0.6571428571428571,0.6865671641791045,2.655093789750251
34,cicids2017_wed_c0,0.98385,-68.70000000000002,57,0.6785714285714286,0.5428571428571428,0.603174603174603,2.588509515984122
35,cicids2017_wed_c1,0.983375,-39.3,33,0.25,0.45454545454545453,0.3225806451612903,2.547151200030861
36,cicids2017_fri_c0,0.9829,-73.1,57,0.59375,0.5428571428571428,0.5671641791044776,2.6004401250304996
37,cicids2017_wed_c1,0.982425,-27.299999999999983,44,0.30434782608695654,0.6363636363636364,0.411764705882353,2.667659949839759
38,cicids2017_wed_c1,0.98195,-30.899999999999977,46,0.3,0.5454545454545454,0.3870967741935483,2.5793185773614273
39,cicids2017_tue_c0,0.981475,-79.7,56,0.68,0.4857142857142857,0.5666666666666667,2.687206702564635
40,cicids2017_wed_c0,0.981,-42.69999999999999,55,0.7666666666666667,0.6571428571428571,0.7076923076923077,2.740995575614739
41,cicids2017_fri_c0,0.980525,-80.69999999999999,57,0.6538461538461539,0.4857142857142857,0.5573770491803278,2.549657103991795
42,cicids2017_wed_c1,0.98005,-39.999999999999986,37,0.23809523809523808,0.45454545454545453,0.31249999999999994,2.5117175723117793
43,cicids2017_wed_c0,0.979575,-77.60000000000005,55,0.7391304347826086,0.4857142857142857,0.5862068965517241,2.5464003315663626
44,cicids2017_tue_c0,0.9791,-93.90000000000003,56,0.6,0.42857142857142855,0.5,2.6777339945503646
45,cicids2017_fri_c0,0.978625,-63.79999999999999,57,0.6666666666666666,0.5714285714285714,0.6153846153846153,2.4625356899264785
46,cicids2017_wed_c1,0.97815,-39.89999999999999,44,0.21428571428571427,0.5454545454545454,0.30769230769230765,2.642111455721757
47,cicids2017_tue_c0,0.977675,-80.10000000000002,52,0.68,0.4857142857142857,0.5666666666666667,2.599127953997458
48,cicids2017_wed_c1,0.9772,-32.59999999999998,34,0.35714285714285715,0.45454545454545453,0.4,2.5561680928745947
49,cicids2017_wed_c0,0.976725,-48.29999999999999,54,0.6571428571428571,0.6571428571428571,0.6571428571428571,2.604831818325408
50,cicids2017_wed_c1,0.97625,-37.499999999999986,40,0.2631578947368421,0.45454545454545453,0.3333333333333333,2.4777434591642695
51,cicids2017_wed_c1,0.9757750000000001,-41.29999999999998,46,0.21739130434782608,0.45454545454545453,0.29411764705882354,2.4971012463257862
52,cicids2017_fri_c0,0.9753000000000001,-97.0,58,0.5357142857142857,0.42857142857142855,0.47619047619047616,2.5587283456758976
53,cicids2017_tue_c0,0.974825,-103.80000000000005,55,0.6190476190476191,0.37142857142857144,0.4642857142857143,2.4114877922171125
54,cicids2017_tue_c0,0.97435,-91.1,57,0.5517241379310345,0.45714285714285713,0.5,2.5226564992462452
55,cicids2017_tue_c0,0.973875,-78.20000000000002,55,0.6,0.5142857142857142,0.5538461538461538,2.4081660007501506
56,cicids2017_fri_c0,0.9734,-87.70000000000002,58,0.6153846153846154,0.45714285714285713,0.5245901639344263,2.398135867556974
57,cicids2017_wed_c0,0.972925,-68.39999999999999,55,0.5882352941176471,0.5714285714285714,0.5797101449275363,2.415024366133894
58,cicids2017_fri_c0,0.97245,-61.49999999999999,58,0.7142857142857143,0.5714285714285714,0.634920634920635,2.524843710939991
59,cicids2017_wed_c0,0.971975,-78.20000000000002,55,0.6,0.5142857142857142,0.5538461538461538,2.4730872361661516
60,cicids2017_wed_c0,0.9715,-70.30000000000001,58,0.5555555555555556,0.5714285714285714,0.5633802816901409,2.50830232702579
61,cicids2017_wed_c1,0.971025,-38.59999999999999,40,0.25,0.45454545454545453,0.3225806451612903,2.423069661555854
62,cicids2017_wed_c0,0.97055,-102.10000000000002,56,0.5384615384615384,0.4,0.45901639344262296,2.5096941638224686
63,cicids2017_tue_c0,0.970075,-40.999999999999986,56,0.6857142857142857,0.6857142857142857,0.6857142857142857,2.6116355637016446
64,cicids2017_wed_c1,0.9696,-34.29999999999999,39,0.3125,0.45454545454545453,0.3703703703703703,2.405940819163147
65,cicids2017_tue_c0,0.969125,-49.099999999999994,51,0.7586206896551724,0.6285714285714286,0.6875,2.438168093818705
66,cicids2017_tue_c0,0.96865,-75.6,54,0.5588235294117647,0.5428571428571428,0.5507246376811593,2.446100704544494
67,cicids2017_wed_c1,0.968175,-44.69999999999999,45,0.19230769230769232,0.45454545454545453,0.27027027027027023,2.4564456305337576
68,cicids2017_tue_c0,0.9677,-80.10000000000001,52,0.68,0.4857142857142857,0.5666666666666667,2.3978392560372837
69,cicids2017_fri_c0,0.967225,-57.699999999999996,58,0.6774193548387096,0.6,0.6363636363636364,2.4431403486471384
70,cicids2017_tue_c0,0.96675,-75.0,54,0.6666666666666666,0.5142857142857142,0.5806451612903226,2.6579583304525705
71,cicids2017_wed_c1,0.966275,-28.399999999999984,38,0.35294117647058826,0.5454545454545454,0.42857142857142855,2.468408119891316
72,cicids2017_fri_c0,0.9658,-106.80000000000003,58,0.5416666666666666,0.37142857142857144,0.44067796610169496,2.3148821369433574
73,cicids2017_tue_c0,0.965325,-98.9,55,0.6086956521739131,0.4,0.48275862068965525,2.486985851382865
74,cicids2017_fri_c0,0.96485,-83.8,59,0.5862068965517241,0.4857142857142857,0.53125,2.452985248365105
75,cicids2017_wed_c0,0.964375,-61.79999999999998,55,0.7142857142857143,0.5714285714285714,0.634920634920635,2.5659290203741585
76,cicids2017_tue_c0,0.9639,-73.50000000000001,53,0.59375,0.5428571428571428,0.5671641791044776,2.5120927404470357
77,cicids2017_tue_c0,0.963425,-64.89999999999999,57,0.6451612903225806,0.5714285714285714,0.606060606060606,2.538316093584743
78,cicids2017_fri_c0,0.96295,-73.5,58,0.6923076923076923,0.5142857142857142,0.5901639344262295,2.4748324105333523
79,cicids2017_wed_c0,0.962475,-41.899999999999984,52,0.7931034482758621,0.6571428571428571,0.71875,2.3548295814818094
80,cicids2017_wed_c0,0.962,-104.20000000000002,57,0.5,0.4,0.4444444444444445,2.464578340668991
81,cicids2017_wed_c1,0.961525,-28.799999999999986,34,0.35294117647058826,0.5454545454545454,0.42857142857142855,2.5183981998359175
82,cicids2017_tue_c0,0.96105,-96.3,54,0.5555555555555556,0.42857142857142855,0.48387096774193544,2.505776054610946
83,cicids2017_fri_c0,0.960575,-98.60000000000001,58,0.6086956521739131,0.4,0.48275862068965525,2.4921945719062477
84,cicids2017_wed_c1,0.9601,-30.499999999999986,39,0.3157894736842105,0.5454545454545454,0.39999999999999997,2.4559682652697217
85,cicids2017_wed_c0,0.959625,-97.20000000000005,56,0.5357142857142857,0.42857142857142855,0.47619047619047616,2.529938124251055
86,cicids2017_wed_c0,0.95915,-90.30000000000004,54,0.5714285714285714,0.45714285714285713,0.5079365079365079,2.5204701303068586
87,cicids2017_fri_c0,0.958675,-64.9,57,0.6451612903225806,0.5714285714285714,0.606060606060606,2.5072788660754424
88,cicids2017_tue_c0,0.9582,-85.4,54,0.5666666666666667,0.4857142857142857,0.523076923076923,2.6118872229436825
89,cicids2017_wed_c1,0.957725,-50.999999999999986,42,0.16,0.36363636363636365,0.2222222222222222,2.623887048996378
90,cicids2017_wed_c1,0.95725,-42.99999999999998,45,0.2222222222222222,0.36363636363636365,0.27586206896551724,2.681147895064515
91,cicids2017_tue_c0,0.956775,-39.79999999999998,57,0.7058823529411765,0.6857142857142857,0.6956521739130436,2.4385151328027233
92,cicids2017_wed_c1,0.9563,-29.499999999999986,44,0.28,0.6363636363636364,0.3888888888888889,2.3375454800824125
93,cicids2017_wed_c1,0.955825,-40.399999999999984,44,0.22727272727272727,0.45454545454545453,0.30303030303030304,2.455320180801934
94,cicids2017_tue_c0,0.95535,-114.00000000000003,57,0.5,0.34285714285714286,0.4067796610169492,2.388469213625313
95,cicids2017_wed_c1,0.954875,-20.0,35,0.36363636363636365,0.7272727272727273,0.4848484848484849,2.444167788267199
96,cicids2017_tue_c0,0.9544,-95.70000000000002,54,0.7,0.4,0.509090909090909,2.510271364743181
97,cicids2017_fri_c0,0.953925,-105.10000000000002,59,0.4827586206896552,0.4,0.43750000000000006,2.3936444029212143
98,cicids2017_wed_c0,0.95345,-62.69999999999999,57,0.6896551724137931,0.5714285714285714,0.625,2.4087312337634588
99,cicids2017_wed_c0,0.952975,-85.30000000000001,55,0.5666666666666667,0.4857142857142857,0.523076923076923,2.459224413999022
100,cicids2017_fri_c0,0.9525,-56.199999999999996,57,0.6111111111111112,0.6285714285714286,0.619718309859155,2.39547412747067
101,cicids2017_wed_c1,0.952025,-33.89999999999999,38,0.2727272727272727,0.5454545454545454,0.3636363636363636,2.430870689266887
102,cicids2017_fri_c0,0.95155,-92.80000000000003,56,0.625,0.42857142857142855,0.5084745762711864,2.421130039894105
103,cicids2017_wed_c1,0.951075,-21.19999999999999,39,0.4117647058823529,0.6363636363636364,0.5,2.3864996109603616
104,cicids2017_fri_c0,0.9506,-68.7,57,0.6785714285714286,0.5428571428571428,0.603174603174603,2.466580277127495
105,cicids2017_wed_c1,0.950125,-37.49999999999998,40,0.2631578947368421,0.45454545454545453,0.3333333333333333,2.5504273150777275
106,cicids2017_wed_c1,0.94965,-26.39999999999999,42,0.3181818181818182,0.6363636363636364,0.4242424242424242,2.4241254510459465
107,cicids2017_wed_c1,0.949175,-31.79999999999999,37,0.3,0.5454545454545454,0.3870967741935483,2.4500648623604757
108,cicids2017_wed_c0,0.9487,-56.39999999999999,55,0.6111111111111112,0.6285714285714286,0.619718309859155,2.5002511201073307
109,cicids2017_tue_c0,0.948225,-91.90000000000003,54,0.6521739130434783,0.42857142857142855,0.5172413793103448,2.4218240015038077
110,cicids2017_wed_c0,0.94775,-57.39999999999999,50,0.7,0.6,0.6461538461538462,2.4762630766769655
111,cicids2017_tue_c0,0.947275,-57.999999999999986,55,0.6774193548387096,0.6,0.6363636363636364,2.4987031952904464
112,cicids2017_wed_c1,0.9468,-36.399999999999984,40,0.2777777777777778,0.45454545454545453,0.3448275862068966,2.487405006842116
113,cicids2017_wed_c0,0.946325,-78.80000000000001,54,0.7083333333333334,0.4857142857142857,0.576271186440678,2.4308885277257835
114,cicids2017_tue_c0,0.94585,-86.00000000000003,53,0.6666666666666666,0.45714285714285713,0.5423728813559322,2.471354944485763
115,cicids2017_wed_c0,0.945375,-81.5,55,0.5454545454545454,0.5142857142857142,0.5294117647058822,2.4748627861752563
116,cicids2017_wed_c0,0.9449,-87.20000000000002,52,0.64,0.45714285714285713,0.5333333333333333,2.3654582565126985
117,cicids2017_fri_c0,0.944425,-96.30000000000001,54,0.5555555555555556,0.42857142857142855,0.48387096774193544,2.5181930008775555
118,cicids2017_fri_c0,0.94395,-99.80000000000001,57,0.5833333333333334,0.4,0.4745762711864407,2.3976017559924343
119,cicids2017_fri_c0,0.9434750000000001,-73.8,55,0.6923076923076923,0.5142857142857142,0.5901639344262295,2.407763686888565
120,cicids2017_fri_c0,0.9430000000000001,-74.80000000000001,56,0.6666666666666666,0.5142857142857142,0.5806451612903226,2.409760182862448
121,cicids2017_tue_c0,0.9425250000000001,-94.20000000000002,53,0.6,0.42857142857142855,0.5,2.4696130369964435
122,cicids2017_wed_c0,0.94205,-87.90000000000002,56,0.6153846153846154,0.45714285714285713,0.5245901639344263,2.3344713696310966
123,cicids2017_wed_c0,0.941575,-45.69999999999998,58,0.696969696969697,0.6571428571428571,0.676470588235294,2.4379901452527215
124,cicids2017_tue_c0,0.9411,-60.19999999999999,55,0.6363636363636364,0.6,0.6176470588235293,2.2720353235142605
125,cicids2017_wed_c1,0.940625,-33.9,38,0.2727272727272727,0.5454545454545454,0.3636363636363636,2.4808030340376463
126,cicids2017_wed_c0,0.94015,-71.19999999999999,54,0.6333333333333333,0.5428571428571428,0.5846153846153846,2.3644210187814445
127,cicids2017_fri_c0,0.939675,-78.90000000000002,59,0.5806451612903226,0.5142857142857142,0.5454545454545455,2.3274351635401085
128,cicids2017_wed_c1,0.9392,-25.399999999999984,41,0.3333333333333333,0.6363636363636364,0.43749999999999994,2.355427918882709
129,cicids2017_wed_c0,0.938725,-93.10000000000004,53,0.625,0.42857142857142855,0.5084745762711864,2.381303563421825
130,cicids2017_wed_c0,0.93825,-86.80000000000001,56,0.64,0.45714285714285713,0.5333333333333333,2.4726514006874525
131,cicids2017_wed_c0,0.937775,-52.599999999999994,49,0.6875,0.6285714285714286,0.6567164179104478,2.4336356014716167
132,cicids2017_wed_c0,0.9373,-100.70000000000005,59,0.56,0.4,0.4666666666666667,2.402752606269637
133,cicids2017_fri_c0,0.936825,-91.70000000000002,56,0.6521739130434783,0.42857142857142855,0.5172413793103448,2.4433268900563045
134,cicids2017_wed_c0,0.93635,-71.9,58,0.6129032258064516,0.5428571428571428,0.5757575757575757,2.5857544744894865
135,cicids2017_wed_c1,0.935875,-27.69999999999999,40,0.30434782608695654,0.6363636363636364,0.411764705882353,2.538134634543824
136,cicids2017_tue_c0,0.9354,-74.4,55,0.5757575757575758,0.5428571428571428,0.5588235294117646,2.6182239079091327
137,cicids2017_wed_c0,0.934925,-70.9,57,0.6333333333333333,0.5428571428571428,0.5846153846153846,2.465686123540189
138,cicids2017_fri_c0,0.93445,-68.80000000000001,56,0.6785714285714286,0.5428571428571428,0.603174603174603,2.4269765663885985
139,cicids2017_tue_c0,0.933975,-80.2,51,0.68,0.4857142857142857,0.5666666666666667,2.4394502058532592
140,cicids2017_tue_c0,0.9335,-62.69999999999998,57,0.6896551724137931,0.5714285714285714,0.625,2.5577090629735113
141,cicids2017_wed_c1,0.933025,-39.499999999999986,42,0.23809523809523808,0.45454545454545453,0.31249999999999994,2.378755783321713
142,cicids2017_fri_c0,0.93255,-59.099999999999994,55,0.65625,0.6,0.626865671641791,2.4298959684834647
143,cicids2017_tue_c0,0.932075,-33.8,57,0.7142857142857143,0.7142857142857143,0.7142857142857143,2.387718241033421
144,cicids2017_tue_c0,0.9316,-84.19999999999999,55,0.5862068965517241,0.4857142857142857,0.53125,2.5360859619552536
145,cicids2017_wed_c1,0.931125,-41.599999999999994,43,0.21739130434782608,0.45454545454545453,0.29411764705882354,2.493655476156782
146,cicids2017_wed_c1,0.93065,-38.499999999999986,41,0.25,0.45454545454545453,0.3225806451612903,2.532962732093441
147,cicids2017_fri_c0,0.930175,-70.00000000000003,55,0.6551724137931034,0.5428571428571428,0.5937499999999999,2.4341142934263473
148,cicids2017_fri_c0,0.9297,-114.2,55,0.5,0.34285714285714286,0.4067796610169492,2.48961978358155
149,cicids2017_wed_c1,0.929225,-8.800000000000002,32,0.5,0.8181818181818182,0.6206896551724137,2.4054598644252203
150,cicids2017_fri_c0,0.92875,-57.79999999999999,57,0.6774193548387096,0.6,0.6363636363636364,2.4976499970964094
151,cicids2017_wed_c1,0.928275,-34.899999999999984,33,0.3125,0.45454545454545453,0.3703703703703703,2.4018695182347796
152,cicids2017_tue_c0,0.9278,-95.30000000000001,53,0.5769230769230769,0.42857142857142855,0.4918032786885245,2.294358207894957
153,cicids2017_wed_c1,0.927325,-31.599999999999987,39,0.3,0.5454545454545454,0.3870967741935483,2.474821530409944
154,cicids2017_tue_c0,0.92685,-77.1,55,0.6206896551724138,0.5142857142857142,0.5625,2.468160322735958
155,cicids2017_tue_c0,0.926375,-94.4,57,0.5,0.45714285714285713,0.4776119402985075,2.413582134671527
156,cicids2017_wed_c0,0.9259,-89.2,54,0.5925925925925926,0.45714285714285713,0.5161290322580645,2.3046678369246583
157,cicids2017_fri_c0,0.9254249999999999,-92.60000000000004,58,0.625,0.42857142857142855,0.5084745762711864,2.3111444615834547
158,cicids2017_wed_c0,0.92495,-96.30000000000001,54,0.5555555555555556,0.42857142857142855,0.48387096774193544,2.342385602067953
159,cicids2017_wed_c0,0.924475,-71.2,54,0.6333333333333333,0.5428571428571428,0.5846153846153846,2.367792559520176
160,cicids2017_wed_c1,0.924,-32.999999999999986,47,0.2727272727272727,0.5454545454545454,0.3636363636363636,2.434928035375861
161,cicids2017_wed_c1,0.923525,-32.399999999999984,42,0.2857142857142857,0.5454545454545454,0.37499999999999994,2.3136073842788067
162,cicids2017_wed_c0,0.92305,-54.999999999999986,52,0.75,0.6,0.6666666666666665,2.478288700078439
163,cicids2017_tue_c0,0.922575,-58.9,57,0.65625,0.6,0.626865671641791,2.3484525404765635
164,cicids2017_tue_c0,0.9221,-120.00000000000003,57,0.4782608695652174,0.3142857142857143,0.3793103448275862,2.3652097913606704
165,cicids2017_tue_c0,0.921625,-62.899999999999984,55,0.6896551724137931,0.5714285714285714,0.625,2.3873048965062624
166,cicids2017_wed_c1,0.92115,-13.600000000000003,39,0.391304347826087,0.8181818181818182,0.5294117647058824,2.3489784867894463
167,cicids2017_tue_c0,0.920675,-86.10000000000002,58,0.5483870967741935,0.4857142857142857,0.5151515151515151,2.490586782446244
168,cicids2017_fri_c0,0.9202,-101.00000000000003,56,0.56,0.4,0.4666666666666667,2.3633321253138897
169,cicids2017_tue_c0,0.919725,-80.5,54,0.5625,0.5142857142857142,0.5373134328358209,2.397357445060695
170,cicids2017_fri_c0,0.91925,-63.599999999999994,59,0.6666666666666666,0.5714285714285714,0.6153846153846153,2.3575710075622065
171,cicids2017_fri_c0,0.918775,-81.70000000000002,58,0.6296296296296297,0.4857142857142857,0.5483870967741936,2.3782926621452987
172,cicids2017_fri_c0,0.9183,-97.0,58,0.5357142857142857,0.42857142857142855,0.47619047619047616,2.416887358070843
173,cicids2017_wed_c1,0.917825,-14.600000000000003,40,0.375,0.8181818181818182,0.5142857142857142,2.377680715633801
174,cicids2017_wed_c0,0.91735,-87.80000000000004,57,0.6153846153846154,0.45714285714285713,0.5245901639344263,2.4164065329684266
175,cicids2017_wed_c0,0.916875,-76.90000000000003,57,0.6206896551724138,0.5142857142857142,0.5625,2.4062884471909998
176,cicids2017_tue_c0,0.9164,-94.0,55,0.6,0.42857142857142855,0.5,2.47751056790873
177,cicids2017_wed_c0,0.915925,-87.20000000000003,58,0.53125,0.4857142857142857,0.5074626865671641,2.549011512405902
178,cicids2017_fri_c0,0.91545,-92.3,56,0.5333333333333333,0.45714285714285713,0.4923076923076923,2.4796759283897507
179,cicids2017_wed_c1,0.914975,-45.79999999999998,33,0.23076923076923078,0.2727272727272727,0.24999999999999994,2.6255075136668173
180,cicids2017_wed_c0,0.9145,-82.3,52,0.6296296296296297,0.4857142857142857,0.5483870967741936,2.4635161394799288
181,cicids2017_wed_c1,0.914025,-28.399999999999984,38,0.35294117647058826,0.5454545454545454,0.42857142857142855,2.4655765176862694
182,cicids2017_fri_c0,0.91355,-79.19999999999999,56,0.5806451612903226,0.5142857142857142,0.5454545454545455,2.3324139815083385
183,cicids2017_tue_c0,0.913075,-66.80000000000001,54,0.7307692307692307,0.5428571428571428,0.6229508196721311,2.4849547487273917
184,cicids2017_wed_c0,0.9126,-84.9,53,0.6956521739130435,0.45714285714285713,0.5517241379310345,2.5460284788180907
185,cicids2017_tue_c0,0.912125,-74.90000000000003,55,0.6666666666666666,0.5142857142857142,0.5806451612903226,2.3418663980891887
186,cicids2017_tue_c0,0.91165,-58.09999999999999,54,0.6774193548387096,0.6,0.6363636363636364,2.5799990238230492
187,cicids2017_fri_c0,0.911175,-65.49999999999997,56,0.76,0.5428571428571428,0.6333333333333332,2.462778969285599
188,cicids2017_tue_c0,0.9107000000000001,-53.09999999999999,55,0.6666666666666666,0.6285714285714286,0.6470588235294118,2.6142352722887234
189,cicids2017_fri_c0,0.9102250000000001,-47.3,59,0.5853658536585366,0.6857142857142857,0.6315789473684211,2.410718637661448
190,cicids2017_tue_c0,0.9097500000000001,-97.3,55,0.5357142857142857,0.42857142857142855,0.47619047619047616,2.4389264407515365
191,cicids2017_wed_c0,0.909275,-51.09999999999999,53,0.7096774193548387,0.6285714285714286,0.6666666666666666,2.4929646932124596
192,cicids2017_wed_c0,0.9088,-72.00000000000003,57,0.6129032258064516,0.5428571428571428,0.5757575757575757,2.392993072467967
193,cicids2017_wed_c0,0.908325,-52.99999999999999,56,0.6666666666666666,0.6285714285714286,0.6470588235294118,2.6235012487954132
194,cicids2017_tue_c0,0.90785,-61.09999999999999,51,0.7407407407407407,0.5714285714285714,0.6451612903225806,2.4255968485340884
195,cicids2017_wed_c1,0.907375,-36.29999999999999,41,0.2777777777777778,0.45454545454545453,0.3448275862068966,2.499438751017744
196,cicids2017_fri_c0,0.9069,-61.1,57,0.6176470588235294,0.6,0.608695652173913,2.624406936311469
197,cicids2017_tue_c0,0.906425,-50.199999999999996,57,0.6216216216216216,0.6571428571428571,0.6388888888888888,2.4844437172929927
198,cicids2017_fri_c0,0.90595,-98.2,57,0.5172413793103449,0.42857142857142855,0.46875000000000006,2.364210737391972
199,cicids2017_tue_c0,0.905475,-84.1,56,0.5862068965517241,0.4857142857142857,0.53125,2.3662671447370474
200,cicids2017_wed_c1,0.905,-40.79999999999999,40,0.22727272727272727,0.45454545454545453,0.30303030303030304,2.5537194495431903
201,cicids2017_tue_c0,0.904525,-63.099999999999994,53,0.6896551724137931,0.5714285714285714,0.625,2.4060755106937615
202,cicids2017_wed_c1,0.90405,-14.700000000000001,39,0.375,0.8181818181818182,0.5142857142857142,2.490948949624016
203,cicids2017_tue_c0,0.903575,-88.00000000000003,55,0.6153846153846154,0.45714285714285713,0.5245901639344263,2.5227843623914685
204,cicids2017_wed_c0,0.9031,-57.5,55,0.5945945945945946,0.6285714285714286,0.611111111111111,2.578604178294652
205,cicids2017_tue_c0,0.902625,-74.19999999999999,51,0.6923076923076923,0.5142857142857142,0.5901639344262295,2.5835480194202907
206,cicids2017_tue_c0,0.90215,-67.5,53,0.6060606060606061,0.5714285714285714,0.588235294117647,2.394705950969346
207,cicids2017_wed_c1,0.901675,-32.29999999999999,31,0.5714285714285714,0.36363636363636365,0.4444444444444444,2.375551767704194
208,cicids2017_wed_c1,0.9012,-31.099999999999994,33,0.3157894736842105,0.5454545454545454,0.39999999999999997,2.580263436945262
209,cicids2017_tue_c0,0.900725,-29.79999999999999,53,0.8064516129032258,0.7142857142857143,0.7575757575757576,2.5059133430751843
210,cicids2017_wed_c1,0.90025,-32.19999999999998,44,0.2857142857142857,0.5454545454545454,0.37499999999999994,2.586408236031591
211,cicids2017_tue_c0,0.899775,-90.6,51,0.5714285714285714,0.45714285714285713,0.5079365079365079,2.447926702298805
212,cicids2017_wed_c0,0.8993,-59.19999999999999,54,0.65625,0.6,0.626865671641791,2.4838604115137746
213,cicids2017_wed_c1,0.898825,-21.0,42,0.3,0.8181818181818182,0.43902439024390244,2.6345258482617235
214,cicids2017_tue_c0,0.89835,-77.30000000000001,53,0.6206896551724138,0.5142857142857142,0.5625,2.4657064123091805
215,cicids2017_wed_c0,0.897875,-85.5,53,0.5666666666666667,0.4857142857142857,0.523076923076923,2.4527622865322583
216,cicids2017_tue_c0,0.8974,-88.00000000000001,55,0.6153846153846154,0.45714285714285713,0.5245901639344263,2.5097430236481513
217,cicids2017_fri_c0,0.896925,-79.0,58,0.5806451612903226,0.5142857142857142,0.5454545454545455,2.4186040409186558
218,cicids2017_fri_c0,0.89645,-64.89999999999999,57,0.6451612903225806,0.5714285714285714,0.606060606060606,2.4004562936402927
219,cicids2017_tue_c0,0.895975,-76.10000000000001,54,0.6428571428571429,0.5142857142857142,0.5714285714285714,2.5815737683063644
220,cicids2017_wed_c1,0.8955,-38.39999999999999,42,0.25,0.45454545454545453,0.3225806451612903,2.411231192079272
221,cicids2017_fri_c0,0.895025,-57.89999999999999,56,0.6774193548387096,0.6,0.6363636363636364,2.4462713094641475
222,cicids2017_tue_c0,0.89455,-82.90000000000003,57,0.6071428571428571,0.4857142857142857,0.5396825396825397,2.4706210476288226
